wikipedia-country	OFFICIAL-LANGUAGES	any-wikipedia-country is the only country in any-wikipedia-continent that speaks Portuguese	Brazil	Brazil is the only country in Latin America that speaks Portuguese.	Portuguese
wikipedia-historic-site	LOCATION	any-wikipedia-historic-site is an island near any-wikipedia-settlement	Ellis Island	Ellis Island is an island near New York City.	New York City
wikipedia-president	NATIONALITY	any-wikipedia-president studied law and then worked in the Finnish secret police	Urho Kekkonen	He studied law and then worked in the Finnish secret police.	Finnish
wikipedia-german-location	KREIS	any-wikipedia-german-location-one is a municipality in the district of any-wikipedia-german-location-two in any-wikipedia-german-bundesland	Quickborn, Dithmarschen	Quickborn is a municipality in the district of Dithmarschen, in Schleswig-Holstein, Germany.	Dithmarschen
wikipedia-album	ARTIST	any-wikipedia-album shows a very big change in any-wikipedia-musical-artist's sound because they began to use alternative rock and electronic sounds in the rhythm more production and more guitar effects also including darker and more personal song words	Achtung Baby	Achtung Baby shows a very big change in U2's sound because they began to use alternative rock and electronic sounds in the rhythm, more production, and more guitar effects, also including darker and more personal song words.	U2
wikipedia-book	AUTHOR	any-wikipedia-book is a book written by any-wikipedia-writer	Just Ella	Just Ella is a book written by Margaret Peterson Haddix.	Margaret Peterson Haddix
wikipedia-football-biography	YOUTHCLUBS	any-wikipedia-football-biography is playing for any-wikipedia-settlement and the any-wikipedia-national-football-team	Carles Puyol	He is playing for Barcelona and the Spain national team.	Barcelona
wikipedia-file-format	MIME	any-wikipedia-file-format is a computer file format for word processors presentation software and other computer programs	OpenDocument	OpenDocument Format is a computer file format for word processors, presentation software and other computer programs.	presentation
wikipedia-french-commune	DEPARTMENT	any-wikipedia-french-commune is a commune of the any-wikipedia-department departement in the southwestern part of any-wikipedia-country	Arget	Arget is a commune of the Pyrenees-Atlantiques departement in the southwestern part of France.	Pyrenees-Atlantiques
wikipedia-president	ORDER	any-wikipedia-president was also any-wikipedia-official-post before that	Urho Kekkonen	He was also Prime Minister of Finland before that.	Prime Minister of Finland
wikipedia-us-cabinet-official	TITLE	any-wikipedia-us-cabinet-official was a any-wikipedia-political-post-one and the any-ordinal any-wikipedia-political-post-two	James Forrestal	James Vincent Forrestal was a United States Secretary of the Navy and the first United States Secretary of Defense.	United States Secretary of Defense
wikipedia-country	OFFICIAL-LANGUAGES	The Armenian name for any-wikipedia-country means any-wikipedia-film of Haik	Armenia	The Armenian name for Armenia means Land of Haik.	Armenian
wikipedia-film	DIRECTOR	any-wikipedia-film-one was the any-ordinal movie in any-wikipedia-person's The any-wikipedia-film-two Trilogy	Batman Begins	Batman Begins was the first movie in Christopher Nolan's The Dark Knight Trilogy.	Christopher Nolan
wikipedia-football-biography	CURRENTCLUB	any-wikipedia-football-biography is playing for any-wikipedia-settlement and the any-wikipedia-national-football-team	Carles Puyol	He is playing for Barcelona and the Spain national team.	Barcelona
wikipedia-french-commune	DEPARTMENT	any-wikipedia-french-commune is a commune of the any-wikipedia-department departement in the southwestern part of any-wikipedia-country	Arhansus	Arhansus is a commune of the Pyrenees-Atlantiques departement in the southwestern part of France.	Pyrenees-Atlantiques
wikipedia-settlement	DEMOGRAPHICS1-INFO	any-wikipedia-settlement-one connected by road to major cities of any-wikipedia-state-one including any-wikipedia-settlement-two any-wikipedia-settlement-three any-wikipedia-settlement-four any-wikipedia-settlement-five any-wikipedia-settlement-six and also to other states such as any-wikipedia-state-two and any-wikipedia-state-three	Oddanchatram	It connected by road to major cities of Tamil Nadu including Madurai, Coimbatore, Erode, Trichy, Chennai, and also to other states such as Andhra Pradesh and Karnataka.	Tamil
wikipedia-president	PREDECESSOR	any-wikipedia-president-one tried to keep good relations with the any-wikipedia-former-country like president any-wikipedia-president-two	Urho Kekkonen	He tried to keep good relations with the Soviet Union like president Juho Kusti Paasikivi.	Juho Kusti Paasikivi
wikipedia-file-format	MIME	For example OpenOffice is a program that uses any-wikipedia-file-format to save text slideshows and spreadsheets	OpenDocument	For example, OpenOffice is a program that uses ODF to save text, slideshows and spreadsheets.	text
wikipedia-color	TEXTCOLOR	any-wikipedia-color along with gray and white is a neutral color	Black	Black, along with gray and white, is a neutral color.	white
wikipedia-us-cabinet-official	TITLE	any-wikipedia-us-cabinet-official was a any-wikipedia-political-post-one and the any-ordinal any-wikipedia-political-post-two	James Forrestal	James Vincent Forrestal was a United States Secretary of the Navy and the first United States Secretary of Defense.	United States Secretary of the Navy
wikipedia-person	NATIONALITY	Sir Maurice Joseph Micklewhite, Jr any-wikipedia-order known by the artistic name any-wikipedia-person is a popular any-wikipedia-language movie actor	Michael Caine	Sir Maurice Joseph Micklewhite, Jr. CBE , known by the artistic name Michael Caine, is a popular English movie actor.	English
wikipedia-football-biography	CLUBS	any-wikipedia-football-biography is playing for any-wikipedia-settlement and the any-wikipedia-national-football-team	Carles Puyol	He is playing for Barcelona and the Spain national team.	Barcelona
wikipedia-military-person	UNIT	any-wikipedia-military-person was then posted to any-ordinal Battalion, Royal Australian Regiment based at any-wikipedia-australian-place	Mark Donaldson	He was then posted to 1st Battalion, Royal Australian Regiment, based at Townsville, Queensland.	1st Battalion, Royal Australian Regiment
wikipedia-mlb-player	DEBUTTEAM	any-wikipedia-mlb-player was with the any-wikipedia-mlb from any-date-one to any-date-two, and was an All-Star twice for the Royals	Joakim Soria	He was with the Kansas City Royals from 2007 to 2012, and was an All-Star twice for the Royals.	Kansas City Royals
wikipedia-university	STATE	any-wikipedia-university is a private university in Chestnut Hill, Massachusetts	Boston College	Boston College is a private university in Chestnut Hill, Massachusetts.	Massachusetts
wikipedia-country	GDP-NOMINAL-RANK	While any-wikipedia-country achieved many things in the First millennium and early any-ordinal millennium it became an isolationist country in the any-date any-wikipedia-planet any-wikipedia-animanga\/video	China	While China achieved many things in the First millennium and early 2nd millennium, it became an isolationist country in the 15th century C.E.	2nd
wikipedia-rugby-biography	RU-PROCLUBS	any-wikipedia-rugby-biography is a rugby union player for any-wikipedia-rugby-team in the any-wikipedia-rugby-league-cup	David Blaney	David Blaney is a rugby union player for Bristol Rugby in the Guinness Premiership.	Bristol Rugby
wikipedia-military-unit	COMMAND-STRUCTURE	any-wikipedia-military-unit is part of the any-wikipedia-national-military	Royal Australian Navy	It is part of the Australian Defence Force.	Australian Defence Force
wikipedia-football-biography	NATIONALTEAM	any-wikipedia-football-biography is playing for any-wikipedia-settlement and the any-wikipedia-national-football-team	Carles Puyol	He is playing for Barcelona and the Spain national team.	Spain
wikipedia-military-person	AWARDS	any-wikipedia-military-person is an any-wikipedia-military-unit who was given the any-ordinal any-wikipedia-military-award	Mark Donaldson	Mark Donaldson is an Australian soldier who was given the first Victoria Cross for Australia.	Victoria Cross for Australia
wikipedia-us-cabinet-official	BRANCH	any-wikipedia-us-cabinet-official served as the any-wikipedia-political-post during World War II	George Marshall	Marshall served as the United States Army Chief of Staff during World War II.	United States Army
wikipedia-president	ORDER	After Second World War in the any-date any-wikipedia-president became the any-ordinal time any-wikipedia-official-post	Urho Kekkonen	After Second World War, in the year 1950 Kekkonen became the first time Prime Minister of Finland.	Prime Minister of Finland
wikipedia-rugby-union-biography	BIRTH-PLACE	any-wikipedia-rugby-union-biography born any-date in any-wikipedia-country is a rugby union player for any-wikipedia-rugby-team in the any-wikipedia-rugby-league-cup	Ryan Prosser	Ryan Prosser born 10 July, 1988 in Wales is a rugby union player for Bristol Rugby in the Guinness Premiership.	Wales
wikipedia-mlb-player	TEAM	any-wikipedia-mlb-player is a any-wikipedia-sports-league relief pitcher for the any-wikipedia-mlb	Joakim Soria	Joakim Soria is a Major League Baseball relief pitcher for the Texas Rangers.	Texas Rangers
wikipedia-military-unit	TYPE	The head of the any-wikipedia-military-unit is the any-wikipedia-musical-artist presently any-wikipedia-royalty	Royal Australian Navy	The head of the Royal Australian Navy is the Monarch presently Queen Elizabeth II.	Navy
wikipedia-athletic-conference	ASSOCIATION	any-wikipedia-athletic-conference-one officially abbreviated any-wikipedia-athletic-conference-two is a group of college sports teams that play each other on the NCAA Division I level	Conference USA	Conference USA, officially abbreviated C-USA, is a group of college sports teams that play each other on the NCAA Division I level.	NCAA
wikipedia-settlement	PUSHPIN-MAP	any-wikipedia-settlement-one or any-wikipedia-settlement-two is a city in the west of any-wikipedia-country any-wikipedia-continent	Grodno	Grodno or Hrodna is a city in the west of Belarus, Europe.	Belarus
wikipedia-settlement	SUBDIVISION-TYPE	The any-wikipedia-settlement is an historic region of any-wikipedia-country	Scottish Highlands	The Scottish Highlands is an historic region of Scotland.	Scotland
wikipedia-website	LANGUAGE	The any-wikipedia-website-one is the Czech-language edition of any-wikipedia-website-two	Czech Wikipedia	The Czech Wikipedia is the Czech-language edition of Wikipedia.	Czech
wikipedia-rugby-biography	RU-CURRENTTEAM	any-wikipedia-rugby-biography is a rugby union player for any-wikipedia-rugby-team in the any-wikipedia-rugby-league-cup	Iain Grieve	Iain Grieve is a rugby union player for Bristol Rugby in the Guinness Premiership.	Bristol Rugby
wikipedia-president	HONORIFIC-PREFIX	any-wikipedia-president-one was elected the President of any-wikipedia-country in any-date, after president any-wikipedia-president-two	Urho Kekkonen	Kekkonen was elected the President of Finland in 1956, after president Paasikivi.	President
wikipedia-athletic-conference	DIVISION	any-wikipedia-athletic-conference-one officially abbreviated any-wikipedia-athletic-conference-two is a group of college sports teams that play each other on the NCAA Division I level	Conference USA	Conference USA, officially abbreviated C-USA, is a group of college sports teams that play each other on the NCAA Division I level.	Division I
wikipedia-military-unit	TYPE	The any-wikipedia-military-unit is the navy of any-wikipedia-country	Royal Australian Navy	The Royal Australian Navy is the navy of Australia.	Navy
wikipedia-information-appliance	COMPATIBILITY	The any-wikipedia-information-appliance is a device for the any-wikipedia-cvg-system-one console that allows a person to be able to play any-wikipedia-cvg-system-two any-wikipedia-cvg-system-three and Game Boy Advance video games on the console	Game Boy Player	The Game Boy Player is a device for the Nintendo GameCube console that allows a person to be able to play Game Boy, Game Boy Color, and Game Boy Advance video games on the console.	Game Boy, Game Boy Color
wikipedia-album	ARTIST	any-wikipedia-album-one is the any-ordinal studio album by American any-wikipedia-music-genre band any-wikipedia-musical-artist and is the any-ordinal half of any-wikipedia-album-two	Bizzar	Bizzar is the sixth studio album by American Horrorcore band, Insane Clown Posse and is the second half of Bizaar.	Insane Clown Posse
wikipedia-rugby-biography	RU-PROCLUBS	any-wikipedia-rugby-biography is a rugby union player for any-wikipedia-rugby-team in the any-wikipedia-rugby-league-cup	Iain Grieve	Iain Grieve is a rugby union player for Bristol Rugby in the Guinness Premiership.	Bristol Rugby
wikipedia-album	TYPE	any-wikipedia-album is the any-ordinal studio album by Irish rock band any-wikipedia-musical-artist	Achtung Baby	Achtung Baby is the seventh studio album by Irish rock band U2.	studio
wikipedia-writer	OCCUPATION	any-wikipedia-writer is the any-ordinal Mexican to receive the any-wikipedia-award	Mario J. Molina	He is the first Mexican to receive the Nobel Prize in Chemistry.	Chemistry
wikipedia-grandslamtournaments	COUNTRY	any-wikipedia-grandslamtournaments is played in any-wikipedia-french-commune	French Open	It is played in Paris, France.	France
wikipedia-information-appliance	MANUFACTURER	The any-wikipedia-information-appliance is a device for the any-wikipedia-cvg-system-one console that allows a person to be able to play any-wikipedia-cvg-system-two any-wikipedia-cvg-system-three and Game Boy Advance video games on the console	Game Boy Player	The Game Boy Player is a device for the Nintendo GameCube console that allows a person to be able to play Game Boy, Game Boy Color, and Game Boy Advance video games on the console.	Nintendo
wikipedia-french-commune	DEPARTMENT	any-wikipedia-french-commune is a commune of the any-wikipedia-department departement in the southwestern part of any-wikipedia-country	Eaux-Bonnes	Eaux-Bonnes is a commune of the Pyrenees-Atlantiques departement in the southwestern part of France.	Pyrenees-Atlantiques
wikipedia-rugby-biography	RU-CURRENTTEAM	any-wikipedia-rugby-biography is a British rugby union player for any-wikipedia-rugby-team in the any-wikipedia-rugby-league-cup	Chris Ashwin	Chris Ashwin is a British rugby union player for Bristol Rugby in the Guinness Premiership.	Bristol Rugby
wikipedia-writer	AWARDS	any-wikipedia-writer is the any-ordinal Mexican to receive the any-wikipedia-award	Mario J. Molina	He is the first Mexican to receive the Nobel Prize in Chemistry.	Nobel Prize in Chemistry
wikipedia-grandslamtournaments	CITY	any-wikipedia-grandslamtournaments is played in any-wikipedia-french-commune	French Open	It is played in Paris, France.	Paris
wikipedia-information-appliance	PREDECESSOR	The any-wikipedia-information-appliance-one is about 12% thinner and the screen is about 17% bigger than the any-wikipedia-information-appliance-two	Nintendo DSi	The DSi is about 12% thinner and the screen is about 17% bigger than the Nintendo DS Lite.	Nintendo DS
wikipedia-rugby-biography	RU-PROCLUBS	any-wikipedia-rugby-biography is a British rugby union player for any-wikipedia-rugby-team in the any-wikipedia-rugby-league-cup	Chris Ashwin	Chris Ashwin is a British rugby union player for Bristol Rugby in the Guinness Premiership.	Bristol Rugby
wikipedia-uk-place	COUNTRY	any-wikipedia-uk-place is a village and civil parish in any-wikipedia-settlement any-wikipedia-england-county	Stoke-by-Nayland	Stoke-by-Nayland is a village and civil parish in Babergh, Suffolk, England.	England
wikipedia-company	LOCATION-COUNTRY	any-wikipedia-company is apostal service company in the any-wikipedia-country-one and any-wikipedia-country-two	Royal Mail	Royal Mail is apostal service company in the United Kingdom and Northern Ireland.	United Kingdom
wikipedia-information-appliance	PREDECESSOR	The any-wikipedia-information-appliance-one is about 12% thinner and the screen is about 17% bigger than the any-wikipedia-information-appliance-two	Nintendo DSi	The DSi is about 12% thinner and the screen is about 17% bigger than the Nintendo DS Lite.	Nintendo DS Lite
wikipedia-french-commune	DEPARTMENT	any-wikipedia-french-commune is a commune of the any-wikipedia-department departement in the southwestern part of any-wikipedia-country	Gurmencon	Gurmencon is a commune of the Pyrenees-Atlantiques departement in the southwestern part of France.	Pyrenees-Atlantiques
wikipedia-uk-place	SHIRE-COUNTY	any-wikipedia-uk-place is a village and civil parish in any-wikipedia-settlement any-wikipedia-england-county	Stoke-by-Nayland	Stoke-by-Nayland is a village and civil parish in Babergh, Suffolk, England.	Suffolk
wikipedia-album	CHRONOLOGY	any-wikipedia-album-one is the any-ordinal studio album by American any-wikipedia-music-genre band any-wikipedia-musical-artist and is the any-ordinal half of any-wikipedia-album-two	Bizzar	Bizzar is the sixth studio album by American Horrorcore band, Insane Clown Posse and is the second half of Bizaar.	Insane Clown Posse
wikipedia-rugby-biography	RU-PROCLUBS	any-wikipedia-rugby-biography is an any-wikipedia-ethnic-group rugby union player for the any-wikipedia-rugby-team in the any-wikipedia-rugby-league-cup	Lachlan Mitchell	Lachlan Mitchell is an Australian rugby union player for the London Wasps in the Guinness Premiership.	London Wasps
wikipedia-swiss-town	DISTRICT	any-wikipedia-swiss-town-one is a municipality of the district any-wikipedia-swiss-town-two in the canton of any-wikipedia-canton in any-wikipedia-country	Lumino	Lumino is a municipality of the district Bellinzona in the canton of Ticino in Switzerland.	Bellinzona
wikipedia-football-biography	CLUBS	any-wikipedia-football-biography plays for any-wikipedia-football-club	Kazuki Hara	He plays for Shimizu S-Pulse.	Shimizu S-Pulse
wikipedia-information-appliance	FAMILY	The any-wikipedia-information-appliance-one is about 12% thinner and the screen is about 17% bigger than the any-wikipedia-information-appliance-two	Nintendo DSi	The DSi is about 12% thinner and the screen is about 17% bigger than the Nintendo DS Lite.	Nintendo DS
wikipedia-french-commune	DEPARTMENT	any-wikipedia-french-commune is a commune of the any-wikipedia-department departement in the southwestern part of any-wikipedia-country	Guethary	Guethary is a commune of the Pyrenees-Atlantiques departement in the southwestern part of France.	Pyrenees-Atlantiques
wikipedia-uk-place	SHIRE-DISTRICT	any-wikipedia-uk-place is a village and civil parish in any-wikipedia-settlement any-wikipedia-england-county	Thorpe Morieux	Thorpe Morieux is a village and civil parish in Babergh, Suffolk, England.	Babergh
wikipedia-album	RELEASED	any-wikipedia-album was released on any-date	Bizzar	It was released on October 31, 2000.	October 31, 2000
wikipedia-rugby-biography	RU-PROCLUBS	any-wikipedia-rugby-biography is an any-wikipedia-language rugby union player for the any-wikipedia-rugby-team in the any-wikipedia-rugby-league-cup	Charlie Beech	Charlie Beech is an English rugby union player for the London Wasps in the Guinness Premiership.	Wasps
wikipedia-swiss-town	CANTON	any-wikipedia-swiss-town-one is a municipality of the district any-wikipedia-swiss-town-two in the canton of any-wikipedia-canton in any-wikipedia-country	Lumino	Lumino is a municipality of the district Bellinzona in the canton of Ticino in Switzerland.	Ticino
wikipedia-worldscouting	OWNER	any-wikipedia-worldscouting-one is a ranch owned by the any-wikipedia-worldscouting-two in any-wikipedia-settlement	Philmont Scout Ranch	Philmont Scout Ranch is a ranch owned by the Boy Scouts of America in Cimarron, New Mexico.	Boy Scouts of America
wikipedia-information-appliance	DEVELOPER	The any-wikipedia-information-appliance-one is about 12% thinner and the screen is about 17% bigger than the any-wikipedia-information-appliance-two	Nintendo DSi	The DSi is about 12% thinner and the screen is about 17% bigger than the Nintendo DS Lite.	Nintendo
wikipedia-french-commune	DEPARTMENT	any-wikipedia-french-commune is a commune of the any-wikipedia-department departement in the southwestern part of any-wikipedia-country	Hagetaubin	Hagetaubin is a commune of the Pyrenees-Atlantiques departement in the southwestern part of France.	Pyrenees-Atlantiques
wikipedia-vg	PLATFORMS	any-wikipedia-vg was released on the any-wikipedia-brand-one any-number, any-wikipedia-brand-two any-number, any-wikipedia-brand-one any-number, and the any-wikipedia-vg-system	Rock Band (video game)	It was released on the PlayStation 3, Xbox 360, PlayStation 2, and the Wii.	PlayStation 2
wikipedia-uk-place	COUNTRY	any-wikipedia-uk-place is a village and civil parish in any-wikipedia-settlement any-wikipedia-england-county	Thorpe Morieux	Thorpe Morieux is a village and civil parish in Babergh, Suffolk, England.	England
wikipedia-rugby-biography	BIRTH-PLACE	any-wikipedia-rugby-biography was born in any-wikipedia-settlement any-wikipedia-english-county	Charlie Beech	He was born in Stevenage, Hertfordshire, England.	Stevenage, Hertfordshire
wikipedia-worldscouting	LOCATION	any-wikipedia-worldscouting-one is a ranch owned by the any-wikipedia-worldscouting-two in any-wikipedia-settlement	Philmont Scout Ranch	Philmont Scout Ranch is a ranch owned by the Boy Scouts of America in Cimarron, New Mexico.	Cimarron, New Mexico
wikipedia-automobile	MANUFACTURER	The any-wikipedia-automobile is also available in a hybrid version	Ford Escape	The Ford Escape is also available in a hybrid version.	Ford
wikipedia-brand	CURRENTOWNER	any-wikipedia-brand is a brand of Toy cars from any-wikipedia-company	Hot Wheels	Hot Wheels is a brand of Toy cars from Mattel.	Mattel
wikipedia-french-commune	DEPARTMENT	any-wikipedia-french-commune is a commune of the any-wikipedia-department departement in the southwestern part of any-wikipedia-country	Iholdy	Iholdy is a commune of the Pyrenees-Atlantiques departement in the southwestern part of France.	Pyrenees-Atlantiques
wikipedia-rugby-biography	RU-CURRENTTEAM	any-wikipedia-rugby-biography is an any-wikipedia-language rugby union player for the any-wikipedia-rugby-team in the any-wikipedia-rugby-league-cup	Charlie Beech	Charlie Beech is an English rugby union player for the London Wasps in the Guinness Premiership.	London Wasps
wikipedia-vg	DEVELOPER	any-wikipedia-vg is a music video game developed by any-wikipedia-company-one published by any-wikipedia-tv-channel and distributed by any-wikipedia-company-two	Rock Band (video game)	Rock Band is a music video game developed by Harmonix Music Systems, published by MTV Games, and distributed by EA Distribution.	Harmonix
wikipedia-video-game	COMPOSER	any-wikipedia-video-game was thought of and created over five any-number by any-wikipedia-person-one known by his pseudonym or art name any-wikipedia-person-two	Cave Story	It was thought of and created over five years by Daisuke Amaya, known by his pseudonym, or art name, Pixel.	Daisuke Amaya
wikipedia-prefecture-japan	ISLAND	any-wikipedia-prefecture-japan is part of the any-wikipedia-settlement region on the island of any-wikipedia-islands	Fukushima Prefecture	It is part of the Tohoku region on the island of Honshu.	Honshu
wikipedia-swiss-town	MUNICIPALITY-TYPE	any-wikipedia-swiss-town-one is a municipality of the district any-wikipedia-swiss-town-two in the canton of any-wikipedia-canton in any-wikipedia-country	Lumino	Lumino is a municipality of the district Bellinzona in the canton of Ticino in Switzerland.	municipality
wikipedia-automobile	MANUFACTURER	The any-wikipedia-automobile is a compact SUV that is manufactured by the any-wikipedia-company	Ford Escape	The Ford Escape is a compact SUV that is manufactured by the Ford Motor Company.	Ford
wikipedia-french-commune	DEPARTMENT	any-wikipedia-french-commune is a commune of the any-wikipedia-department departement in the southwestern part of any-wikipedia-country	Ilharre	Ilharre is a commune of the Pyrenees-Atlantiques departement in the southwestern part of France.	Pyrenees-Atlantiques
wikipedia-rugby-biography	RU-PROCLUBS	any-wikipedia-rugby-biography is a rugby union player for the any-wikipedia-rugby-team in the any-wikipedia-rugby-league-cup	Hugo Ellis	Hugo Ellis is a rugby union player for the London Wasps in the Guinness Premiership.	Wasps
wikipedia-vg	PLATFORMS	any-wikipedia-vg was released on the any-wikipedia-brand-one any-number, any-wikipedia-brand-two any-number, any-wikipedia-brand-one any-number, and the any-wikipedia-vg-system	Rock Band (video game)	It was released on the PlayStation 3, Xbox 360, PlayStation 2, and the Wii.	PlayStation 3
wikipedia-video-game	DESIGNER	any-wikipedia-video-game was thought of and created over five any-number by any-wikipedia-person-one known by his pseudonym or art name any-wikipedia-person-two	Cave Story	It was thought of and created over five years by Daisuke Amaya, known by his pseudonym, or art name, Pixel.	Daisuke Amaya
wikipedia-us-county	STATE	any-wikipedia-us-county is the newest county in any-wikipedia-us-state as it was only created on any-date	Houston County, Alabama	It is the newest county in Alabama, as it was only created on 9 February 1903.	Alabama
wikipedia-river	BASIN-COUNTRIES	The any-wikipedia-river is a river of any-wikipedia-country	Slave River	The Slave River is a river of Canada.	Canada
wikipedia-musical-artist	CURRENT-MEMBERS	The members of any-wikipedia-musical-artist-one are any-wikipedia-musical-artist-two any-wikipedia-musical-artist-three any-wikipedia-musical-artist-four and any-wikipedia-musical-artist-five	Scooch	The members of Scooch are Natalie Powers, Caroline Barnes, David Ducasse, and Russ Spencer.	Natalie Powers
wikipedia-rugby-biography	BIRTH-PLACE	any-wikipedia-rugby-biography is from any-wikipedia-uk-place	Hugo Ellis	He is from Isleworth, London, England.	Isleworth, London
wikipedia-character	FILM	any-wikipedia-character-one is a fictional pirate from the book any-wikipedia-character-two by any-wikipedia-writer and the movie of the same name	Captain Hook	Captain Hook is a fictional pirate from the book Peter Pan by J. M. Barrie and the movie of the same name.	Hook
wikipedia-musical-artist	ASSOCIATED-ACTS	any-wikipedia-musical-artist-one played the any-wikipedia-music-genre and is known for teaching any-wikipedia-musical-artist-two to play the blues and moved to any-wikipedia-settlement after World War I David Evans says that Sloan was born in any-wikipedia-us-state in any-date	Henry Sloan	He played the Delta Blues and is known for teaching Charlie Patton to play the blues, and moved to Chicago after World War I. David Evans says that Sloan was born in Mississippi in 1870.	Charlie Patton
wikipedia-automobile	MANUFACTURER	any-wikipedia-automobile-one replaced the any-wikipedia-automobile-two	Alfa Romeo 147	It replaced the Alfa Romeo 146.	Alfa Romeo
wikipedia-military-structure	TYPE	any-wikipedia-military-structure is the main center of human activity in the DMZ any-date	Korean Demilitarized Zone	It is the main centre of human activity in the DMZ today.	DMZ
wikipedia-musical-artist	CURRENT-MEMBERS	The members of any-wikipedia-musical-artist-one are any-wikipedia-musical-artist-two any-wikipedia-musical-artist-three any-wikipedia-musical-artist-four and any-wikipedia-musical-artist-five	Scooch	The members of Scooch are Natalie Powers, Caroline Barnes, David Ducasse, and Russ Spencer.	Russ Spencer
wikipedia-character	TITLE	any-wikipedia-character-one is a fictional pirate from the book any-wikipedia-character-two by any-wikipedia-writer and the movie of the same name	Captain Hook	Captain Hook is a fictional pirate from the book Peter Pan by J. M. Barrie and the movie of the same name.	Captain
wikipedia-rugby-biography	BIRTH-PLACE	any-wikipedia-rugby-biography born any-date in any-wikipedia-settlement is a rugby union player for the any-wikipedia-rugby-team in the any-wikipedia-rugby-league-cup	Tim Swinson	Tim Swinson born 17 February, 1987 in London, England is a rugby union player for the Newcastle Falcons in the Guinness Premiership.	London, England
wikipedia-currency	ISO-CODE	The ISO any-number for the any-wikipedia-currency is DOP	Dominican peso	The ISO 4217 for the Dominican peso is DOP.	DOP
wikipedia-german-location	BUNDESLAND	any-wikipedia-german-location is a small town in the district of any-wikipedia-former-country any-wikipedia-country	Bad Buchau	Bad Buchau is a small town in the district of Biberach, Baden-Wurttemberg, Germany.	Baden-Wurttemberg
wikipedia-automobile	MANUFACTURER	The any-wikipedia-automobile is a automobile produced by any-wikipedia-company from any-date-one until any-date-two	Alfa Romeo 147	The Alfa Romeo 147 is a automobile produced by Alfa Romeo from 2000 until 2010.	Alfa Romeo
wikipedia-cultivar	SPECIES	any-wikipedia-cultivar is either of any-number plants of the species Brassica oleracea with light green heads	Broccoflower	It is either of two plants of the species Brassica oleracea with light green heads.	Brassica oleracea
wikipedia-musical-artist	ORIGIN	any-wikipedia-musical-artist represented the any-wikipedia-esc-national-year in any-wikipedia-finnish-municipality with their song any-wikipedia-radio-show	Scooch	Scooch represented the United Kingdom in the Eurovision Song Contest 2007 in Helsinki, Finland, with their song "Flying the Flag ".	United Kingdom
wikipedia-character	SERIES	any-wikipedia-character-one is a fictional pirate from the book any-wikipedia-character-two by any-wikipedia-writer and the movie of the same name	Captain Hook	Captain Hook is a fictional pirate from the book Peter Pan by J. M. Barrie and the movie of the same name.	Peter Pan
wikipedia-officeholder	NATIONALITY	Jejomar Jojo Cabauatan any-wikipedia-officeholder also known as Jojo Binay or VNay is a Filipino politician	Jejomar Binay	Jejomar "Jojo" Cabauatan Binay , also known as Jojo Binay or VNay, is a Filipino politician.	Filipino
wikipedia-rugby-biography	RU-PROCLUBS	any-wikipedia-rugby-biography born any-date in any-wikipedia-settlement is a rugby union player for the any-wikipedia-rugby-team in the any-wikipedia-rugby-league-cup	Tim Swinson	Tim Swinson born 17 February, 1987 in London, England is a rugby union player for the Newcastle Falcons in the Guinness Premiership.	Newcastle
wikipedia-german-location	LANDKREIS	any-wikipedia-german-location is a small town in the district of any-wikipedia-former-country any-wikipedia-country	Bad Buchau	Bad Buchau is a small town in the district of Biberach, Baden-Wurttemberg, Germany.	Biberach
wikipedia-swiss-town	CANTON	any-wikipedia-swiss-town is a municipality of the district of Gosgen in the canton of any-wikipedia-former-country in any-wikipedia-country	Wisen	Wisen is a municipality of the district of Gosgen in the canton of Solothurn in Switzerland.	Solothurn
wikipedia-president	NATIONALITY	Dr Dr Gustav Walter any-wikipedia-president was a German politician	Gustav Heinemann	Dr. Dr. Gustav Walter Heinemann was a German politician.	German
wikipedia-football-biography	DEATH-PLACE	any-wikipedia-officeholder died at home in any-wikipedia-uk-place	Michael Foot	He died at home in Hampstead, London.	Hampstead, London
wikipedia-character	FIRST	any-wikipedia-character-one is a fictional pirate from the book any-wikipedia-character-two by any-wikipedia-writer and the movie of the same name	Captain Hook	Captain Hook is a fictional pirate from the book Peter Pan by J. M. Barrie and the movie of the same name.	Peter Pan
wikipedia-bridge	LOCALE	The any-wikipedia-bridge is a highway bridge that crosses the Willamette River in any-wikipedia-historic-site any-wikipedia-us-state any-wikipedia-country	Ellsworth Street Bridge	The Ellsworth Street Bridge is a highway bridge that crosses the Willamette River in Albany, Oregon, United States.	Albany, Oregon
wikipedia-officeholder	TERM-START	any-wikipedia-officeholder became the any-ordinal any-wikipedia-political-post on any-date	Jejomar Binay	He became the 15th Vice President of the Philippines on June 30, 2010.	June 30, 2010
